,edit_history_tweet_ids,id,text,withheld
540,['1597392651548233728'],1597392651548233728,"Are you spending less?

Shoppers closed their wallets in September, with retail sales shrinking by 0.5%

#cdnpoli #nspoli #salyzyn #mydebtfix #canadiandebt #recession #canadianspending #canadiandebt #canada #debt #debtfree #blackfridaycanada #FLM2022

https://t.co/eWeekgr2AF",
541,['1597392443502219264'],1597392443502219264,NEW trends report by @DHenschen - How #CFOs Can Prepare for #Recession With an Eye Toward Opportunity https://t.co/W1agK34uI8 #Finance #DataToDecisions https://t.co/QtXQcFQgRy,
542,['1597391227435253760'],1597391227435253760,"Excess real disposable income since 2020 is now ZERO 🚨

Stimmy checks are all used up. Only now we are left way below trend, massive inflation, huge debt levels and facing the next great depression.
#inflation #recession #depression #FIFAWorldCup https://t.co/CvyOV5ljds",
543,['1597391143997788160'],1597391143997788160,Social Security's Financial Woes Should Worry You- Even if You're Nowhere Near Retirement https://t.co/N8p1s4VZEx #financialstress #socialwork #financialsocialwork #financialwellnesss #financialhealth #SocialSecurity #SocialWorkTwitter #mentalhealth #inflation #recession #debt https://t.co/HTBrJBVjyI,
544,['1597389614641074176'],1597389614641074176,"Important levels to watch on 29 Nov

#Nifty #optiontrading #intradaytrading #TradingSignals #tradingstrategy #optionstrade #investing #StockMarket #StockMarketindia #nifty50 #StocksToBuy #BREAKOUTSTOCKS #recession #SGXNIFTY #DowJones #NiftyBank #gold #Silver #CrudeOil #naturalgas https://t.co/9m5izpA2cj",
545,['1597389566646026240'],1597389566646026240,🚨🚨🚨🚨🚨🚨 I'm not one to dwell on the past but the corruption is deep and the public needs to know. Democrats and Republicans alike.  #FreeSpeech #recession #CyberMonday https://t.co/OqhlHOazE2,
546,['1597388120538099712'],1597388120538099712,"I say the #recession will last the next 8 years. The #housing index will fall ~125 points to where it should be around ~175. 
The index grew nearly the same in the last 2 years as it did in the 18 years leading up to 2009. This is what happens in an unregulated market.",
547,['1597387570048307208'],1597387570048307208,"No, the White House DIDN'T Just Redefine Recessions https://t.co/f0NfllvMqA via @YouTube #recession",
548,['1597387087489400832'],1597387087489400832,#recession ... #GFC2 US #Consumer edition https://t.co/ArvL6ILMLX,
549,['1597383538911109120'],1597383538911109120,"The #world will avoid a #recession in 2023—but just barely, the #OECD says https://t.co/YrP2HrCI5Y",
550,['1597383121523331072'],1597383121523331072,"Last week’s #StockMarket gains disappear-cause for alarm 👉 https://t.co/l8monDSCal 

$SPY $QQQ #stocks #bonds #earnings #Fed #investor #investing #inflation #recession #investments",
551,['1597382774268256256'],1597382774268256256,"As US inflation remains above target, the Swiss Re Institute expects the Fed will induce a recession in 2023 to avoid a de-anchoring of inflation expectations.

#inflation 
#interestrates 
#recession https://t.co/YDyZfcCdcd",
552,['1597382586065633281'],1597382586065633281,Real #Estate #Market #Mortgage #Modification #Property #Housing #Invest #Rent #Financial #Markets #Economy #Recession #Inflation #Realtor #trdny https://t.co/8R7RZmadC9,
553,['1597379887706292228'],1597379887706292228,"The work of #HR professionals isn't getting any easier with the #recession forecast, high #inflation, the war for #talent and more. Join us on December 1 to learn how these issues are shaping the #TotalRewards space and the #FutureofWork. https://t.co/gX3sgJFl1R https://t.co/2Mu5azh9ME",
554,['1597377953507446784'],1597377953507446784,"@HerMoneyMedia #WallStreet #Economics 101

#Guns vs #Butter

https://t.co/veCAbECyzW

#LaborMarket

https://t.co/I19rN942kZ

#Inflation

https://t.co/RTRNVkazEm

#Stagflation

https://t.co/TmP4Qf9EfX

#Recession

https://t.co/9sv3iUZJMY

#QT

https://t.co/N1IWVSftat

https://t.co/WAiphyrrLI",
555,['1597377494826770432'],1597377494826770432,#récession #ue #us #2023D https://t.co/8qm0hFn3MS,
556,['1597377067909537793'],1597377067909537793,12/14 tun tun tun 🦈 interest rates time again. Jerome Powell can’t ruin things a second time. A third one will be implausible. $SPY #Recession,
557,['1597375551416991744'],1597375551416991744,"My general expectation is weak bounce into resistance after a little chop, then fail. I think the #dollar run is over as #Fed downshifts pace and #recession risk rises. But we will see. Strength and persistence of rally in last 18 months surprised me if I’m being honest https://t.co/a7UTUUpxud",
558,['1597371907942535168'],1597371907942535168,"Everyone out here just making guesses, no one knows.....

#stockmarket #recession #inflation https://t.co/nBx0lYZdP7",
559,['1597368803444158464'],1597368803444158464,#lashow #news #UnitedStates #politics #government #JoeBiden #Biden #Ukraine #RussiaUkraineWar #economy #inflation #recession #Republicans #Democrats https://t.co/uL1bwhwMvG,
560,['1597368323515486208'],1597368323515486208,"Im #Michael #HermaN #Purcell
#CallMe #GenPeiPei © 
#GenPeiPei © #Consultants
#HonorEthicsaboveProfit
#GlobalTrustforThePeople ©
#7GlobalFactors © #Satire 
7. + #Recession 
#NZGovt unable 2 #command #coNtrol or spell
#GlobalRecessioN
#FREENZ
https://t.co/rTkhrtDiGz https://t.co/vbnbsJH58T",
561,['1597367832387661825'],1597367832387661825,"Are you financially ready if recession hits? Or are you looking for ways to make the recession work in your favor? Watch this video now and learn how to thrive during these tough times!📺 👇
#recession #economy #investing 
https://t.co/Vuv7DRwOkn",
562,['1597367781829509120'],1597367781829509120,@POTUS What #recession,
563,['1597365411502329857'],1597365411502329857,#Recession Back On The Table? #Energy Traders Seem To Think So $TGT $AGNC $ERX $OIL $UUP $XLE $XOP $SPX https://t.co/OhhKu5jrbc,
564,['1597364717273710592'],1597364717273710592,"GHJ Growth Planning and Strategic Advisory Practice Leader David Horwich explains the importance of maintaining a good relationship with your capital provider during economic uncertainty. @HLBI 
https://t.co/LIHGhuaWif
#TogetherWeMakeItHappen #Recession #Capital https://t.co/nzFKnCppjy",
565,['1597364713821716480'],1597364713821716480,"Why You Should Relocate Your Commercial Real Estate to Business-Friendly States During a Recession 

#CRE #Relocation #Office #TenantTips #TenantRep #Recession #CorporateRealEstate
https://t.co/WnoQvvFHrH",
566,['1597364151050899456'],1597364151050899456,#recession ... #StockMarket Bubble edition https://t.co/RseBr3GN1M,
567,['1597363457401266177'],1597363457401266177,"Are you worried about the current state of the economy? 
📣The biggest thing that great leaders do during tough times is maintaining a positive attitude while focusing on growth. 
 👇
https://t.co/oYbEFn6smJ

#podcast #recession #recessionproof #economy #leaders https://t.co/8f2Ps3jwfj",
568,['1597363404070879233'],1597363404070879233,"#recession ... #Crypto Bubble edition

#Alameda #alameda_research #FTX #FTXbankruptcy #cryptocrash 📉 https://t.co/fTgzeZ1twh",
569,['1597360588530892801'],1597360588530892801,"Insightful counter-intuitive tips here for leading during a recession. Worth the read. #leaders #leadership #CEO #recession #employeeexperience #retention #recruiting
https://t.co/Rr5ov0Q7ig",
570,['1597360588329553922'],1597360588329553922,"Insightful counter-intuitive tips here for leading during a recession. Worth the read. #leaders #leadership #CEO #recession #employeeexperience #retention #recruiting
https://t.co/YNq8ctpAbC",
571,['1597360043183476738'],1597360043183476738,Podcast: The Fed Pivot &amp; The #Recession https://t.co/KShiQ3RXnb via @LoganMohtashami,
572,['1597359757743902721'],1597359757743902721,"Get #FREE stocks  by opening &amp; funding a #Webull brokerage account! ! Get Started  #BTC  #MMTLP $MMTLP $MMAT #MMAT  #Recession 
#TSLA #NFT #Stocks #BuyTheDip #Stockmarket #NFTCommunity #CarlosEMendez https://t.co/YqRmgEv99k https://t.co/BP50jF4S0N",
573,['1597358851300372480'],1597358851300372480,"@POTUS —call your office!

#inflation #stockmarketcrash #recession #BidenDestroysAmerica #Biden #Bidenflation #economy #DemocraticParty @VP https://t.co/5vygUehynr",
574,['1597357685766205440'],1597357685766205440,#recession ... Global $USD #Liquidity Squeeze edition https://t.co/RE3flLJH0R,
575,['1597356988203163651'],1597356988203163651,My latest ⁦@SCMagazine⁩ article is out: “Five ways security leaders can prepare for economic uncertainty”  #ciso #recession  https://t.co/4NvAsOkMrZ,
576,['1597356593904988160'],1597356593904988160,"Getting close to retesting the yield curve inversion low of the cycle.

The 10 yr. yield now -0.41% vs. the 2 yr. yield, the August cycle low was -0.46%.

Being patient in a #latecycle environment is difficult, but eventually #recession risk &gt; #inflation risk. FactSet https://t.co/IJtCurtXwc",
577,['1597356152765186048'],1597356152765186048,"THE BC HOME HUNTER GROUP ‘Trudeau &amp; environmental extremists are stoking unfounded climate fears to remake Canada.’ #TrudeauTaxes #GreatReset #CarbonTaxes #FoodPrices #GasPrices #DieselPrices #Recession #TaxedToDeath #LiberalDumpsterFire #ESGScores #China 
https://t.co/WXMr6b19Jm",
578,['1597354126631141381'],1597354126631141381,Oil hits 2022 low. Supply Chain issue. Recession 2023. China protest. #recession #Trade #supplychain #OptionsTrading #rates #economy #CentralBanks #crudeoil #Equity #ChinaProtests https://t.co/rnmWaciDSz,
579,['1597353416858140673'],1597353416858140673,"With a potential #recession looming, it's more important than ever to remain #agile. Being flexible and understanding your business value in changing circumstances gives your business an edge to withstand hard times. https://t.co/qM75RZLNy3 https://t.co/l7p9l0ubgK",
580,['1597353136196243457'],1597353136196243457,"#recession ... #Tech Bubble 2.0 edition
via @AndreasSteno

#Tesla #teslastock $TSLA 📉 https://t.co/hcU48Q3F8t",
581,['1597352793987235840'],1597352793987235840,#mentalhealth #recession https://t.co/iictR648hj,
582,['1597352691193479169'],1597352691193479169,#recession ... #BoJ Pushing on a String edition https://t.co/cZC15tyZ5l https://t.co/kzcNQglqFF,
583,['1597352351156776960'],1597352351156776960,"#recession ... #GFC2 #Banks edition

3 for 1 stock split where shareholders only get 1 of 3... #CreditSuisse $CS 📉 https://t.co/7GedjJkBix https://t.co/BOL5Y3pQ9L",
584,['1597350201882288139'],1597350201882288139,"""The good news is that demographics remain favorable for housing, so the sector appears well-positioned to help lead the economy out of what we expect will be a brief #recession,"" said @FannieMae Chief Economist Doug Duncan.

By @NMNBrad https://t.co/rgWJ0RKKwK",
585,['1597350090494345216'],1597350090494345216,#recession ... #GFC2 #Labor edition https://t.co/UaSMwbQab4,
586,['1597349567112314881'],1597349567112314881,#recession ... #Fed Pushing on a String edition https://t.co/6dcnPPMxho https://t.co/BWjT24WeVa,
587,['1597347701234208768'],1597347701234208768,"Biden is not even halfway through his presidential term, and he’s already signed into law federal spending over the next decade that will exceed $4 trillion. #Recession #ampFW https://t.co/zKutaQFKS5",
588,['1597347419225825280'],1597347419225825280,"Biden’s administration has led the federal government in spending and borrowing more money in his first 20 months in the White House than any other president in HISTORY.

No one else comes close to his record of fiscal recklessness. #Recession #ampFW ➡️ https://t.co/kQWIO5XOnq https://t.co/wXxjbQWhln",
589,['1597346621293232128'],1597346621293232128,"What #China is hiding will be a disaster for the #UnitedStates
https://t.co/jKz71g7b7L
#Inflation #recession #recession2023 #Truth #investingnews #Forbes #gold #silver #preciousmetals #bearmarket",
590,['1597345595601158152'],1597345595601158152,How long does the average American stay on welfare? https://t.co/8lgkR40ZLZ #financialstress #socialwork #financialsocialwork #financialwellnesss #financialhealth #HOPE #NASW #SocialWorkTwitter #mentalhealth #inflation #recession #debt https://t.co/iTxXtmmWG6,
591,['1597343050983882755'],1597343050983882755,"The consensus forecast on #recession risks complacency
https://t.co/xNHLjzXxH0

🎈Loretta Mester: The costs of stopping tightening too early are high
https://t.co/ulmy5Vnx5F

✅Upgrades Dominate Latest U.S. Corporate Credit Chang https://t.co/IAPfd2XzNP",
592,['1597342852375199745'],1597342852375199745,"The Great Depression is on the way! 
Self Employment &amp; Entrepreneurship is the key 🔑 
Unlock it right-away!

#recession #CyberMonday",
593,['1597341901640069121'],1597341901640069121,Truly staggering when you think of the amount of excess income over a short amount of time. #inflation #economy #recession https://t.co/uhpG74HohN,
594,['1597336778943647744'],1597336778943647744,"#recession ... #StockMarket Bubble edition

#SPX #SPX500 $SPY #ES_F 📉 https://t.co/NRbgSQaEvg",
595,['1597336472461377536'],1597336472461377536,"Even Jeff Bezos Suggests Consumers to Slow Spending, Can Holiday Spending Meet Expectations?

https://t.co/0ST6RMP50P

$AMZN #BlackFriday #Retail #RetailInvestors #Investing #StockMarket #economy #Powell #JeffBezos #CyberMonday #ConsumerSpending #Recession",
596,['1597335921267204097'],1597335921267204097,"I told you!
Dems are trying to kill YOUR family by letting rapists/murderers free!
#MAGA #2A #gas #gasprice #gasprices #oil #economy #recession #vote #USA #guns #4chan #pedopeter #PedoHitler #PedoHitlerBiden https://t.co/Fvw1qt8bCR",
597,['1597335775242342403'],1597335775242342403,"The Fed's rapid interest-rate hikes spell trouble for the US economy - and its hands may be tied if disaster strikes, ex-policymaker says
#capitalism,#economiccrisis,#finance,#recession
https://t.co/kpTgPXWUwv",
598,['1597335765419429889'],1597335765419429889,#recession ... #Fed Pushing on a String edition https://t.co/LcwbIeo9CA,
599,['1597335554873384960'],1597335554873384960,"#recession ... #StockMarket Bubble edition

#SPX #SPX500 $SPY #ES_F 📉
#NASDAQ100 $QQQ $NDX #NQ_F 📉 https://t.co/nhNek9XzbR",
600,['1597334523326365696'],1597334523326365696,"Charities fear the impact of the cost-of-living crisis.

Click the link to know more.

#Trending #explorepage #FYP #CostOfLivingCrisis #recession #costofliving 

https://t.co/eOew5NZkyT",
601,['1597334494193020928'],1597334494193020928,"L'Allemagne s'est retrouvée à récolter les conséquences de la crise en #Ukraine, confrontée à la flambée des prix de l'énergie et des denrées alimentaires, à la #récession et au danger d'une #désindustrialisation permanente.
🆘🆘❌❌🆘🆘🤦‍♀️🤦‍♀️🆘🆘",
602,['1597333981053132802'],1597333981053132802,"Some members of G7 decided to promote some financial optimism after COVID and begun encouraging people to spend. The opposite of China. 
 
#Covid_19 #Qatar2022 #chinalockdown #ChinaProtests #WorldcupQatar2022 #lockdown #recession #China #G7 #ChinaProtests2022",
603,['1597333395918696448'],1597333395918696448,"#recession ... #GFC2 US #Consumer edition

#ConsumerSpending #RetailSales 📉 https://t.co/nUjQ8sYHFz https://t.co/jBkD9jyRxU",
604,['1597332497129672705'],1597332497129672705,"WAKE UP ALREADY! $ at high risk.

Recession Watch: Bank Of America Says US Economic Breakdown 'Could Come At Any Time'

by Wayne Duggan

https://t.co/MX055omePS
#breaking #news #breakingnews #markets #finance #investments #economy #money #retirement #recession #stocks #wallstreet",
605,['1597331770466529280'],1597331770466529280,"Rich people are preparing for the Global Economic #recession while the public are busy enjoying life and thinking everything would be back to normal before the ""Covid Plandemic"" struck in 2020.",
606,['1597331390013788160'],1597331390013788160,S&amp;P Ratings: Odds of #USEconomy Avoiding #Recession in 2023 Dimming https://t.co/IsTl00ij0o https://t.co/h0Zs6eICt3,"{'copyright': False, 'country_codes': ['AT', 'BE', 'BG', 'CY', 'CZ', 'DE', 'DK', 'EE', 'ES', 'FI', 'FR', 'GB', 'GR', 'HR', 'HU', 'IE', 'IT', 'LT', 'LU', 'LV', 'MT', 'NL', 'PL', 'PT', 'RO', 'SE', 'SI', 'SK']}"
607,['1597331356648116224'],1597331356648116224,"@DavidHickman87 If there was no #recession, he would've cost 100+. Consider Grealish. However, I think the price will go down further as it is expected #Europe will see the toughest Recession. #LFC",
608,['1597331294366879746'],1597331294366879746,"#recession ... #GFC2 #Energy edition

#OOTT #Oil #OilPrices #WTI $WTIC #CL_F $XLE 📉 https://t.co/T7uZmldUic",
609,['1597331149772427264'],1597331149772427264,"@s707202 @smith51_a Je ne sais pas si t'as remarqué l'ami, mais pour nous entraîner dans cette spirale mortifère, le capitalisme néolibéral, en place depuis plus de 50 ans, ne nous a pas attendu ! Le chaos actuel et à venir est le fruit de votre bilan ! #Inflation #Récession #Anthropocide #Ecocide",
610,['1597330955592925184'],1597330955592925184,"#DowJones  Heatmap
Winners:
$KO
$WMT
$CRM
$MRK

Losers:
$AAPL 
$MSFT 
$JPM
$DIS
$V
$HD
$JNJ
$CSCO
$IBM
$INTC
$PG
$UNH
$AMGN
$HON
$CAT
$CVX
$VZ
$GS
$NKE
$MMM
$BA
$MCD
$AXP
$TRV

#trading #options #daytrading #bearmarket #recession  #China #COVID19 https://t.co/eLRUU9nCfC",
611,['1597330679263789056'],1597330679263789056,#TheFed new tricks into #recession https://t.co/HhMgnOTghW,
612,['1597327818714583041'],1597327818714583041,"Reported: #DJIA tumbles 500 points as protests in China raise supply chain worries...

#china #supplychain #investing #stockmarket #economy #jobs #realestate #inflation #recession #stagflation #financial #money #News 

...more https://t.co/iVeEiHAiGF
 https://t.co/fB6vD44kWy",
613,['1597327516892815361'],1597327516892815361,"Everyone will be wiped out.

Only a few will survive to inherit the generational wealth.

We at @Tempus_Capital are sure of it and prepared since before the end of 2021, ahead on the impending Global #recession .

DM @Tempus_Capital to join our Private Discord! https://t.co/lGbpoqWqYM",
614,['1597326966142689281'],1597326966142689281,"Why the Recession is the Right Time to Renew Your Office Lease  

#Office #Renewal #OfficeLease #Leasing #TenantTips #TenantRep #CommercialRealEstate #Recession 
https://t.co/kyI3jk9itj",
615,['1597326703399174144'],1597326703399174144,"Elon Musk Amnesty BEGINS NOW, Alex Jones, Milo And MORE May Be Reinstated, Woke Media IS LOSING IT https://t.co/3sVkHpNtSl 
WATCH, Swamp SHOWN to violate YOUR 1A!
#MAGA #2A #gas #gasprices #oil #economy #recession #vote #USA #guns #4chan #pedopeter #PedoHitler #PedoHitlerBiden",
616,['1597325800189136900'],1597325800189136900,"Will Ford shares be profitable in 2023?

FULL ARTICLE: https://t.co/5ajZ502Jbx

#electriccars #Ford #recession #shares #Stockexchange 
https://t.co/5ajZ502Jbx",
617,['1597324834559889408'],1597324834559889408,"The 10yr vs. 3mo US #TREASURIES #yieldInversion #pattern.

*Every GREY bar is a #recession.

https://t.co/LJL8zHcynn https://t.co/A4fTaszRNh",
618,['1597324500022235136'],1597324500022235136,"@EricCHIAM9 @AlboMP @PeterDutton_MP Why take all the crap from OVER PAID MILLIONAIRES that sit on the #RBA &amp; other #centralbanks or a #government with links to them.
The #Australian #Government have a vested interest in creating #recession and #Higher #interestrates 
@AlboMP is Lying 
Liberal/Labor r the enemy",
619,['1597322692012773377'],1597322692012773377,"#Employees are your greatest asset, particularly during a #recession. Recession-proof your #TotalRewards blueprint by investing in your employees! https://t.co/ephVmH8d6r",
620,['1597320976471293953'],1597320976471293953,"#stocks haven’t priced in an imminent #Recession. That could increase the risk of #Recession fears next year, says Goldman Sachs $GS. - MarketWatch https://t.co/uP4QnD4Oai https://t.co/wlFPe0KzGS",
621,['1597319430182096897'],1597319430182096897,"Read my article on how to How To Future-Proof Yourself For A #Recession by creating a #mindset of iron. 👊🏼

I developed mine through a dedicated decade of #fitness #cycling and climbing mountains.

https://t.co/vfbMVFjPeu #entrepreneur",
622,['1597315691639513089'],1597315691639513089,"Watch as @Schroders_UK and @RathbonesGroup's experts tackle the current state of the markets, the possibility of a #Recession, China and much more: https://t.co/GYyIGjHrWT https://t.co/t4Y280M27f",
623,['1597315669329989634'],1597315669329989634,"Many employers stepped up their efforts to get remote workers to return to the office, but even the threat of a #recession has not swayed them. 4 of 5 white collar workers want #WorkplaceFlexibility. What's the feedback from your team? https://t.co/3VsVBMWKsK https://t.co/9TjoiLpzB2",
624,['1597314513673793536'],1597314513673793536,"How long did it take Amazon to go from freezing to firing?

#recession #inflation #stagflation https://t.co/NUe3Xb7Ial",
625,['1597311752450236416'],1597311752450236416,"Jobs are being cut in tech and banking, but most employers face a battle even to fill the roles they have. What's going on? https://t.co/vD4aRHU1iw via @business #economy #labourmarket #fed #interestrates #recession",
626,['1597310412894400512'],1597310412894400512,"How Small Employers Are Preparing for a Recession https://t.co/dlcWsapteZ 
#HR #HumanResources #recession #SmallBusinesses",
627,['1597310209852334082'],1597310209852334082,"@Forbes Classic trading down during a #recession 
Also substitution away from big brands to own ones.
Discounters will do especially well over next 12 months.",
628,['1597309334605955072'],1597309334605955072,Sold 0.1 Lots IND_50 18550.5  #eurusd #FED #inflation #recession #DXY #DOW https://t.co/GK4QCXUO59 #myfxbook #forex #portfolio #IND_50,
629,['1597309333955551232'],1597309333955551232,Bought 0.2 Lots EURUSD 1.03713  #eurusd #FED #inflation #recession #DXY #DOW https://t.co/GK4QCXUgfB #myfxbook #forex #portfolio #EURUSD,
630,['1597309333255045120'],1597309333255045120,"Closed Sell 0.1 Lots US30 33994.0 for +49.0 pips, total for today +362.9 pips  #eurusd #FED #inflation #recession #DXY #DOW https://t.co/GK4QCYbR79 #myfxbook #forex #portfolio #US30",
631,['1597309332441378816'],1597309332441378816,"Closed Buy 0.03 Lots USDJPY 138.856 for -3.4 pips, total for today +313.9 pips  #eurusd #FED #inflation #recession #DXY #DOW https://t.co/GK4QCYbR79 #myfxbook #forex #portfolio #USDJPY",
632,['1597309331577262080'],1597309331577262080,"Closed Sell 0.2 Lots AUDUSD 0.66823 for +0.3 pips, total for today +317.3 pips  #eurusd #FED #inflation #recession #DXY #DOW https://t.co/GK4QCYbR79 #myfxbook #forex #portfolio #AUDUSD",
633,['1597309330759380992'],1597309330759380992,"Closed Sell 0.2 Lots EURUSD 1.0379 for +8.4 pips, total for today +317.0 pips  #eurusd #FED #inflation #recession #DXY #DOW https://t.co/GK4QCYbR79 #myfxbook #forex #portfolio #EURUSD",
634,['1597309329920516096'],1597309329920516096,"Closed Sell 0.2 Lots EURUSD 1.03997 for +6.2 pips, total for today +308.6 pips  #eurusd #FED #inflation #recession #DXY #DOW https://t.co/GK4QCYbR79 #myfxbook #forex #portfolio #EURUSD",
635,['1597309329128161281'],1597309329128161281,"Closed Sell 0.05 Lots EURUSD 1.04037 for +7.7 pips, total for today +302.4 pips  #eurusd #FED #inflation #recession #DXY #DOW https://t.co/GK4QCXUO59 #myfxbook #forex #portfolio #EURUSD",
636,['1597309328331243520'],1597309328331243520,"Closed Sell 0.05 Lots EURUSD 1.04121 for +2.5 pips, total for today +294.7 pips  #eurusd #FED #inflation #recession #DXY #DOW https://t.co/GK4QCXUO59 #myfxbook #forex #portfolio #EURUSD",
637,['1597309327538548736'],1597309327538548736,"Closed Buy 0.3 Lots USDCHF 0.94483 for +0.6 pips, total for today +292.2 pips  #eurusd #FED #inflation #recession #DXY #DOW https://t.co/GK4QCXUO59 #myfxbook #forex #portfolio #USDCHF",
638,['1597309326695153664'],1597309326695153664,"Closed Buy 0.03 Lots USDCHF 0.94435 for +3.2 pips, total for today +291.6 pips  #eurusd #FED #inflation #recession #DXY #DOW https://t.co/GK4QCYbR79 #myfxbook #forex #portfolio #USDCHF",
639,['1597309325906792448'],1597309325906792448,"Closed Sell 0.3 Lots EURUSD 1.04261 for +9.4 pips, total for today +288.4 pips  #eurusd #FED #inflation #recession #DXY #DOW https://t.co/GK4QCXUgfB #myfxbook #forex #portfolio #EURUSD",
640,['1597309325294419970'],1597309325294419970,"Closed Buy 0.03 Lots USDJPY 138.547 for +6.6 pips, total for today +279.0 pips  #eurusd #FED #inflation #recession #DXY #DOW https://t.co/GK4QCXUgfB #myfxbook #forex #portfolio #USDJPY",
641,['1597309324644302849'],1597309324644302849,"Closed Buy 0.03 Lots USDJPY 138.557 for +15.1 pips, total for today +272.4 pips  #eurusd #FED #inflation #recession #DXY #DOW https://t.co/GK4QCXUgfB #myfxbook #forex #portfolio #USDJPY",
642,['1597309324094832643'],1597309324094832643,"Closed Sell 0.05 Lots AUDUSD 0.66853 for +1.9 pips, total for today +257.3 pips  #eurusd #FED #inflation #recession #DXY #DOW https://t.co/GK4QCXUgfB #myfxbook #forex #portfolio #AUDUSD",
643,['1597309323482484736'],1597309323482484736,"Closed Sell 0.1 Lots AUDUSD 0.66947 for +9.7 pips, total for today +255.4 pips  #eurusd #FED #inflation #recession #DXY #DOW https://t.co/GK4QCXUgfB #myfxbook #forex #portfolio #AUDUSD",
644,['1597309322811396096'],1597309322811396096,"Closed Buy 0.03 Lots USDCHF 0.94286 for +5.4 pips, total for today +245.7 pips  #eurusd #FED #inflation #recession #DXY #DOW https://t.co/GK4QCXUgfB #myfxbook #forex #portfolio #USDCHF",
645,['1597309322098520065'],1597309322098520065,"Closed Sell 0.03 Lots USDJPY 138.704 for +7.0 pips, total for today +240.3 pips  #eurusd #FED #inflation #recession #DXY #DOW https://t.co/GK4QCXUO59 #myfxbook #forex #portfolio #USDJPY",
646,['1597309321343287297'],1597309321343287297,"Closed Buy 0.3 Lots EURUSD 1.04484 for +3.8 pips, total for today +233.3 pips  #eurusd #FED #inflation #recession #DXY #DOW https://t.co/GK4QCXUgfB #myfxbook #forex #portfolio #EURUSD",
647,['1597309320710193152'],1597309320710193152,"Closed Buy 0.02 Lots USDJPY 138.5 for +18.1 pips, total for today +229.5 pips  #eurusd #FED #inflation #recession #DXY #DOW https://t.co/GK4QCXUO59 #myfxbook #forex #portfolio #USDJPY",
648,['1597309319988510720'],1597309319988510720,"Closed Buy 0.03 Lots USDCHF 0.94326 for +8.9 pips, total for today +211.4 pips  #eurusd #FED #inflation #recession #DXY #DOW https://t.co/GK4QCXUgfB #myfxbook #forex #portfolio #USDCHF",
649,['1597309319346900993'],1597309319346900993,"Closed Sell 0.2 Lots AUDUSD 0.67011 for +13.6 pips, total for today +202.5 pips  #eurusd #FED #inflation #recession #DXY #DOW https://t.co/GK4QCXUgfB #myfxbook #forex #portfolio #AUDUSD",
650,['1597306988681400321'],1597306988681400321,#tweet #amwf #escort #massage #sexy #recession #要要搞定個要 #MattHanock #CyberMonday,
651,['1597306834414542848'],1597306834414542848,"Memories of the global financial crisis and pandemic-induced downturn have investors concerned about another recession with a large rise in unemployment. Looking at recent data, we think the odds may favor a more typical #recession in terms of severity: https://t.co/IvgzgsJdy5",
652,['1597306540343857153'],1597306540343857153,"Its Obvious The #Economy Cant Handle Higher Rates With So Much Debt In The System, But It Doesnt Mean The FED Will Do Anything Just Yet - ""#Recession Is Coming"" As Fed ""Is Going Too Crazy"" - Dallas Fed Respondents Slam US Economic Outlook https://t.co/W7GmpzY5w9",
653,['1597306466243072000'],1597306466243072000,#Recession 2023 will be the most predicted in history,
654,['1597305341125222401'],1597305341125222401,Interest rates point to no change in the growth narrative #recession. There is a big dislocation in the #StockMarket like 2006/07. Interesting times for the #USA and the S&amp;P500. https://t.co/NQvi20S3NK,
655,['1597304699283275776'],1597304699283275776,"Interest rates going up in 2022, the federal reserves complacency on inflation, and the fallout from PPP loan forgiveness is going to lead us into a recession. #Inflation #recession #FederalReserve https://t.co/COBNMB0Inh https://t.co/1jzaVrDIpD",
656,['1597304318293467136'],1597304318293467136,"Many #cities in the world’s #advancedeconomies will enter #recession in 2023, with soaring #inflation &amp; tightening #monetary &amp; #fiscalpolicy driving down demand. In contrast, majority of cities in #emergingeconomies will still enjoy robust economic growth.
https://t.co/q6TL05TFVY",
657,['1597304171224772608'],1597304171224772608,If we aren’t in a recession then what even is a recession #recession,
658,['1597304163612098561'],1597304163612098561,"Here's the REAL reason why the market crashed on Wednesday: https://t.co/dLVT92QSaa

#stocks #stockmarket #stockmarkets #invest #investing #Investment #investments #investor #investors #thefed #FederalReserve #interestrates #InterestRate #inflation #fedmeeting #recession",
659,['1597304121450647553'],1597304121450647553,"@RyanDetrick Notably, the economy was in #recession for some part of that next year during the 1974 and 1990 episodes...🤔 https://t.co/NNcKVdRwfi",
660,['1597303482654285826'],1597303482654285826,"Downturns create new, pressing needs that prospects will prioritize over traditional budget spend. These problems are both urgent and important. To thrive, detect these opportunities quickly and pivot to meet them head-on. https://t.co/SUR49pFYQA

#economy #recession #inflation",
661,['1597303356737089536'],1597303356737089536,"#Recession is top of mind for #financialmarketing leaders, and the focus of our next #FinancialMarketersIndex mini-report - available to download tomorrow. 
@Alyssa4AR @mvmarinello @ProSharesETF @Bloomberg @vested @Acrisure @Aon_plc https://t.co/5wmHw7EIXj",
662,['1597301806840913923'],1597301806840913923,5 Financial Wellness Tips to Help Weather the Winter https://t.co/buDwq5KGU7 #financialstress #socialwork #financialsocialwork #financialwellnesss #financialhealth #HOPE #NASW #SocialWorkTwitter #mentalhealth #inflation #recession #debt https://t.co/twqL2w2Yh9,
