"edit_history_tweet_ids","id","text"
[1598095294411178000],1598095294411178000,"@TheQuartering @elonmusk 😅😅"
[1598095294113075200],1598095294113075200,"""@DemSoldierJr @elonmusk @verge This is going to cost Ukrainian lives and interrupt their military, all to Putin’s advantage. So, maybe it’s time to investigate Musk as a foreign agent. Let us not forget that he is bed with the Saudis as well."""
[1598095293106770000],1598095293106770000,"""@elonmusk Good that Tim Cook cleared the misunderstanding but important that he saw the response from the people. If apple cuts ties, a large portion of their user base might do the same with their devices."""
[1598095292565704700],1598095292565704700,"@elonmusk @SawyerMerritt @jimfarley98 @Ford Now they need to do FSD."
[1598095292536041500],1598095292536041500,"@elonmusk Naturally. He knows you’re no threat to the WEF agenda.\n\nhttps://t.co/A1yHuZf4YG"
[1598095292137902000],1598095292137902000,"""@elonmusk @SawyerMerritt @jimfarley98 @Ford Hello, I am a young Iranian idea maker. I have been thinking about the idea of ​​connecting the earth to the moon for several years and I have succeeded in finding a solution for this issue and I wanted to cooperate with you"""
[1598095291940765700],1598095291940765700,"@gwestr @elonmusk Everything in front of you is sooo basic. Ugh https://t.co/YXcddFtP1e"
[1598095291458400300],1598095291458400300,"@elonmusk @tim_cook You thought you could go against a tech God."
[1598095290304954400],1598095290304954400,"@elonmusk 🤣🤣🤣🤣"
[1598095290032001000],1598095290032001000,"@JamesBuickRBMV @elonmusk @neuralink to the moon👍.https://t.co/BRkvNGLT6a"
[1598095289847410700],1598095289847410700,"""@elonmusk Great because I would buy your phone instead of Tim Cook or Google phone.  Just too many people being misinformed by Don Lemmon/Ana Cabrona CNN, NBC Joy Reid, ..."""
[1598095289612583000],1598095289612583000,"""@elonmusk Everything I read from you now I hear in @kyledunnigan's voice/impression of you, and just imagine the \""huh! huh! huh!\"" laugh at the end. \""So cyool!\"""""
[1598095289373823000],1598095289373823000,"@elonmusk Music to my ears... An iPhone without #Twitter would not be worth much!"
[1598095288602079200],1598095288602079200,"Pace fatta @tim_cook 🤝🏻 @elonmusk https://t.co/IRFJp6JbIO"
[1598095288212009000],1598095288212009000,"@RealNickMugalli @elonmusk @tim_cook Went against Apple by going directly to their front door to kiss their ass. 👌 You're a sheep."
[1598095288191049700],1598095288191049700,"@robert_paulsin @tommyvon @H8TR_HURTER @RealNickMugalli @elonmusk @tim_cook 🤡🤡🤡🤡🤣😂🤣😂🤣😂🤣😂"
[1598095287662170000],1598095287662170000,"@elonmusk Because he don't want to cut the tree under himself! What a wise man...🤔\nI'm appreciating so much what you're doing @elonmusk \nGOD BLESS YOU!!!😊🙏"
[1598095287209275400],1598095287209275400,"@elonmusk mounted my starlink on an old swamp cooler thanks @SpaceX  now i can play apex in the woods https://t.co/C3b2e2kKR0"
[1598095286999867400],1598095286999867400,"@justin_hart @elonmusk Same 🤣"
[1598095285322121200],1598095285322121200,"@elonmusk @SawyerMerritt @jimfarley98 @Ford Nice of you bro"
[1598095285313761300],1598095285313761300,"@ProudElephantUS I came back to use Twitter after years of being off it.   Twitter 1.0 was government funded and government controlled.    Release the info @elonmusk"
[1598095284923666400],1598095284923666400,"@Bellepuza @ShelKel2 @elonmusk Well… if the media said it…"
[1598095284718162000],1598095284718162000,"@thejohncedeno @elonmusk @jhall Who is running for POTUS?  Who is running around sprouting off about Jewish people and whining that he's persecuted because he lives in a society that doesn't like racism?  That Ye?"
[1598095284470677500],1598095284470677500,"@mopenshaw @SpiroAgnewGhost @elonmusk Is quantity over quality the goal? the measure of success?"
[1598095284143546400],1598095284143546400,"@muskQu0tes @elonmusk End the fed go back to the gold standard"
[1598095283912859600],1598095283912859600,"@SharkAnth0ny @OwoAnietie @AfroDroids @Twitter @TwitterSupport @elonmusk 🖤🔥😤✨"
[1598095283489247200],1598095283489247200,"@jaminwestby @DirtyTesLa @elonmusk @woodhaus2 https://t.co/KzBzrc4Igg"
[1598095283455660000],1598095283455660000,"@elonmusk Love to hear this."
[1598095283283726300],1598095283283726300,"@sisterinferior @elonmusk @jhall Start with me? https://t.co/0N0pF78Zwn"
[1598095282461634600],1598095282461634600,"@TycoonPal @elonmusk @neuralink Legend"
[1598095281790550000],1598095281790550000,"@NiklasRMilthers @LeftismForU @ThierryBreton @elonmusk Fuck the EU!"
[1598095281283006500],1598095281283006500,"""@BeowulfSchaefer @albaa_maha @Martin020455 @Sibella29_ @David19531501 @LeftBehindPoet @ConraddKonnrad @Roblev0 @BrunoTheBridge @ShaneJa16905901 @David_Vaporium @lordgmanilson @IanGianni @ChrisEv06631592 @of_flocks @mindedmusically @thegrimbarian @The_Leaver @LordOfFreedom2 @HWick_Chris @EuOutta @N1geTro115T1ts @displacedyoon @resiguru @wobski421 @bazcarter15 @SamanthaFoxy1 @suastusa @GeoffBarton9 @stevesdog1 @sunick51 @boomer_ish @Jimbo12449841 @ThatAndreCamara @elonmusk @JonnyMnemonic22 @BogCleaner1 @SetCondiment @from_hackney @Peter14306722 @nicko00127 @GentlemanGeorge @PhilFul23 \""Who is BS?\"" 🤦‍♂️\nYou troll you grovel to every single day, Stephen."""
[1598095280624513000],1598095280624513000,"@KruipendeT @JoostNiemoller @elonmusk @Twitter Ik ben daar ook bang voor."
[1598095280595144700],1598095280595144700,"@doge42069420 @saylor @elonmusk @tim_cook Definitely"
[1598095280041521200],1598095280041521200,"@elonmusk 🤷🏼‍♀️ Just checking. Have a great evening! 🤗 https://t.co/271CDidwtC"
[1598095278275690500],1598095278275690500,"@elonmusk @catturd2 @jhall 👍👍"
[1598095278183440400],1598095278183440400,"@stevenvoiceover @elonmusk @drefanzor @PuppyAthena 🤮"
[1598095278069805000],1598095278069805000,"@alexbruesewitz @elonmusk This guy ⤴︎ believes the things @elonmusk says to be true. 🤣☕️ https://t.co/lhnm2pzxqh"
[1598095277927592000],1598095277927592000,"Why is it any of her business what people do in dark rooms by themselves?  @elonmusk can do whatever the hell he wants in his dark room by himself. https://t.co/TIetrh21Vy"
[1598095277621416000],1598095277621416000,"@elonmusk @tim_cook @elonmusk you and @tim_cook talking about what to do with @ManUtd"
[1598095277269069800],1598095277269069800,"""@santiagomayer_ No, no, no...\nCOVID was designed by @SpaceX to depopulate Earth &amp; drive migration to Mars so that @elonmusk real estate holdings on Mars gain $44 billion in value so he can pay off Mr Bone Saw before his debt comes due.\n\nBut really he's just flooding twitter with 💩 to kill comms"""
[1598095277227114500],1598095277227114500,"""@elonmusk So, media psy-op to put pressure on you?"""
[1598095276891582500],1598095276891582500,"""@elonmusk Be prepared though.  Buy an existing phone company and begin the rebuild. RIM, blackberry available?"""
[1598095276744802300],1598095276744802300,"@JohnOSmith75 @elonmusk @CatalinaLauf @jhall Rosenstein a Republican hired Mueller a Republican to head up a counterintelligence investigation after Trump a Republican fired Comey a Republican… but sure blame the Democrats 😂\n\nOh and the Mueller report never exonerated Trump"
[1598095276727992300],1598095276727992300,"""@elonmusk 😁 Elon to Apple: - I don’t want, but I can do a much better phone in a week to assure free speech! \n\n🥺 Apple to Elon: - I never consider to remove Twitter from Apple Store."""
[1598095276652499000],1598095276652499000,"""@israelUSAforeve @elonmusk Lol, Dinesh mule 😄😄🤑😃"""
[1598095276606038000],1598095276606038000,"@elonmusk PEPE!!!??!"
[1598095275242815500],1598095275242815500,"@real_defender @elonmusk @neuralink Omg this is real!🙏.https://t.co/gviz5UspGR"
[1598095274756386800],1598095274756386800,"@elonmusk does twitter compromise our security like @facebook and @tiktok_uk @tiktok_us"
[1598095274710159400],1598095274710159400,"@elonmusk Very nice 🍎❤️"
[1598095274383388700],1598095274383388700,"@elonmusk @alx @EvaFoxU @Reuters So thankful that Twitter you now own Twitter &amp; honest &amp; truthfulness will prosper in social media"
[1598095273741684700],1598095273741684700,"""@elonmusk @jhall Liar. You cancelled me, you hypocrite."""
[1598095273670357000],1598095273670357000,"""@elonmusk Still don’t trust Apple, I think he saw the backlash and decided against it."""
[1598095272441450500],1598095272441450500,"@elonmusk \nPlease 😂 https://t.co/gUkkVV1PrB"
[1598095272336560000],1598095272336560000,"@elonmusk @SawyerMerritt @jimfarley98 @Ford https://t.co/geAW5CTKlM"
[1598095271984259000],1598095271984259000,"@elonmusk @SawyerMerritt @jimfarley98 @Ford he said “Take It Elon Musk” on a Ford Event … guess you did not get the memo 📝 🤣🤣🤣"
[1598095271959068700],1598095271959068700,"@elonmusk Tim got scared of the backlash on Apple stock"
[1598095271782936600],1598095271782936600,"@darrenvox @elonmusk sooner than that would be better.  :)"
[1598095271552249900],1598095271552249900,"@elonmusk @tim_cook You are crazy like trump one day you are playing one game just for looks or say something that can be negativ to your correspondant He does the same taking adventage of people by intimidation is not good man"
[1598095271526703000],1598095271526703000,"@muskQu0tes @elonmusk Shall not infringe...."
[1598095271157977000],1598095271157977000,"""@KravetzDan @elonmusk Much like Disney did in Florida. \nFunny that I saw an article today stating that Disney is doing a 180* turn and submitting to Florida. Get woke, go broke, THEN submit to your consumers anyway. Yep Free market at its finest."""
[1598095270742741000],1598095270742741000,"@realbionicman @TaraBull808 @elonmusk We forced Tim’s hand. The people. His customers. The citizens of the world. This is how it should be not the other way around."
[1598095270247821300],1598095270247821300,"@muskQu0tes @elonmusk https://t.co/BZimWf7e59"
[1598095269773860900],1598095269773860900,"""@elonmusk So no war with Communist Marxist Apple who are Anti Free speech, Side With CCP Against freedom protesters in China and Exclusively supports Democrats and Wokeness. War would be Hard way but better way for Freedom long term.😇😄"""
[1598095269694181400],1598095269694181400,"#SOSFFAA #ResistenciaCivilBrasil #BrazilianSpring        \n\n@NBCNews @cbstv @CBSNews @ABC7NY @abcnews @FOXTV @foxnews @nytimes @BBCLondonNews @bbclondon @elonmusk @SkyNews @BBC @bbcbrasil @dw_brasil @euronewspt             \n\nA sua hora está chegando... tic tac tic tac   @alexandre https://t.co/J6Pwcj17jc"
[1598095269148921900],1598095269148921900,"@elonmusk People still want a phone without Google tracking and monetizing data. I'll still never buy any Apple product."
[1598095268968566800],1598095268968566800,"@FedezkoSerina @Milad31956026 @CNBC @federalreserve @elonmusk @Investingcom @financialjuice @SecYellen @jpmorgan This is wildddd"
[1598095268141887500],1598095268141887500,"@elonmusk @EvaFoxU @Reuters Nice Zing 👍 https://t.co/QCuDylsAcg"
[1598095267546681300],1598095267546681300,"""@Partisangirl @BrosnanHoban @elonmusk That would be the double flex, and would also flush Cook out. If Elon moves forward with a phone, Apple might change their mind.\n\nStill doesn't resolve the 30% tax on the internet Apple and Google impose that he was talking about."""
[1598095267307233300],1598095267307233300,"@elonmusk @SawyerMerritt @jimfarley98 @Ford I am happy also for you"
[1598095267177566200],1598095267177566200,"@Alyssa_Milano @elonmusk Hope @elonmusk sues you for defamation."
[1598095266317742000],1598095266317742000,"@elonmusk @SawyerMerritt @jimfarley98 @Ford What about Apple? Made peace again? Got answers to what is going on?"
[1598095266317377500],1598095266317377500,"@TheAKGuy @user558741 @elonmusk 🌬️ 🍩 💩"
[1598095265566969900],1598095265566969900,"@CarverRandall @ensky66 @muskQu0tes @elonmusk I see assult forks every time I open the drawer. Don't get me started on the assult beers...Umph..."
[1598095265482694700],1598095265482694700,"@KlawUpNext @elonmusk @neuralink Thankss a millon😍.https://t.co/1yqD1zc9Kk"
[1598095265046544400],1598095265046544400,"@Murphy9474Ryan @StockJoke @elonmusk What?"
[1598095264526762000],1598095264526762000,"@TeslaAIBot @elonmusk @SwipeWright @stevenmarkryan @nichegamer Hey Optimus !"
[1598095264417742800],1598095264417742800,"@Milad31956026 @CNBC @federalreserve @elonmusk @Investingcom @financialjuice @SecYellen @jpmorgan I wish i discovered this earlier. This guy already made over $100k https://t.co/bqWnjZ4S5i discovered on discord group"
[1598095263314636800],1598095263314636800,"@elonmusk @Brookltnwilliw @tim_cook Is that DC?"
[1598095262873833500],1598095262873833500,"@RyanPinesworth @elonmusk @tim_cook Apple stock isn’t exactly killing it ..😂😂"
[1598095262861623300],1598095262861623300,"@akittell96 @alexeheath @elonmusk Nonsense! Why go and kiss Tim Cook's ass earlier today if that's the case?"
[1598095262274457600],1598095262274457600,"@DrEliDavid @DeenaKeys @elonmusk Good cuz Home Depot just took down all those silly plexiglass dividers that made it impossible to hear the clerk"
[1598095260798050300],1598095260798050300,"@elonmusk Good"
[1598095260244414500],1598095260244414500,"@elonmusk May I have my original Twitter account back? I was terminated for telling people to move to parlor. That's it"
[1598095259614924800],1598095259614924800,"@BillyM2k @elonmusk =)))))))\nback on apple team?!"
[1598095259447472000],1598095259447472000,"""@elonmusk Aka, Tim got elon to just pay his “8 dollars” type fee."""
[1598095258755424300],1598095258755424300,"@elonmusk White man is a white man’s friend."
[1598095258214359000],1598095258214359000,"Please @elonmusk make dogecoin official pay Method"
[1598095257090281500],1598095257090281500,"@elonmusk Now everyone on the right can stop melting down."
[1598095256423399400],1598095256423399400,"@elonmusk @SawyerMerritt @jimfarley98 @Ford Agreed! https://t.co/TAiToKGL2A"
[1598095255139913700],1598095255139913700,"@elonmusk Apple never said ..."
[1598095254791815200],1598095254791815200,"""@Liana53160 I dont mind people being critical, if @elonmusk has done something that hurts you, then ok. But all the people just echoing hate on unsubstantiated claims because its popular, should ask themselves why they dont verify the motivation before they cast judgment."""
[1598095253726449700],1598095253726449700,"@EccentricTim @dvolsky914 @SwipeWright @elonmusk @stevenmarkryan @nichegamer @jordanbpeterson Never said what you assert. https://t.co/vzp4m5YO2U"
[1598095253613211600],1598095253613211600,"@POTUS #FreeNnamdiKanu #FreeNnamdiKanu #FreeBiafraNow @RedCross @elonmusk @elonmusk FREE BIAFRA NOW WE ARE TIRED OF THE ZOO CALLED NIGERIA 🇳🇬 DO SOMETHING ABOUT THIS NOW BEFORE THINGS GET OUT OF HAND ✊✊✊✊✊✊✊ https://t.co/gIncL3wW9w"
[1598095253608992800],1598095253608992800,"""@ThierryBreton @elonmusk In America, we still have free speech. Get lost"""
[1598095253231108000],1598095253231108000,"@Jeres_Rant @elonmusk @neuralink This is a surprise❤️.https://t.co/BRkvNGLT6a"
[1598095251528614000],1598095251528614000,"""so this is okay and not inciting violence apparently but me making a joke about gay people WITH mental illnesses (literally my own community lmao, and clearly not comparing homosexuality to mental illness) is not @elonmusk https://t.co/nMoTNVFD0V https://t.co/yh62P0cvJL"""
[1598095251452805000],1598095251452805000,"@thelittleidiot @elonmusk @CNN @Twitter Misogynist says what?"
[1598095251444752400],1598095251444752400,"""@elonmusk @tim_cook Really good to hear that you people are able to speak face to face, honestly. He should get rid of Schiller though."""
[1598095251117604900],1598095251117604900,"@Elon_Mush_ @elonmusk @SawyerMerritt @jimfarley98 @Ford Yawn."
[1598095250945642500],1598095250945642500,"@muskQu0tes @elonmusk They do but first define assault rifle."
[1598095250060628000],1598095250060628000,"@ChadGainor @JamesRusik @akafacehots @elonmusk @tim_cook Stop https://t.co/M5ce8s3P5F"
[1598095249976352800],1598095249976352800,"@elonmusk @tim_cook Im from morrocccccco"
[1598095248483573800],1598095248483573800,"@Garroth70291111 @elizableu @elonmusk @EvaFoxU @Reuters Get over it"
[1598095248454189000],1598095248454189000,"@EvasTeslaSPlaid @elonmusk Possibly!"
[1598095248152219600],1598095248152219600,"@elonmusk dude... you really are a superhero. twitter has never been this entertaining!"
[1598095247719862300],1598095247719862300,"""@elonmusk Our media doing what it does best, spreading lies and causing division!"""
[1598095247183315000],1598095247183315000,"@elonmusk @vincent13031925 We need to eliminate the Fed. Of course it is a sweet deal for corporations since so many receive government subsidies. But the Fed needs to stop manipulating the free market."
[1598095247112016000],1598095247112016000,"@elonmusk @neuralink How many monkeys you kill?"
[1598095246684192800],1598095246684192800,"""@lipaddlegirl73 @optiontrader001 @MECFSisCFSnotME @ZaleskiLuke @elonmusk Never said you did, I'm saying that's where a large part of the propaganda comes from. I'm no fan of LGBTpGQ either but I know it's just misdirection."""
"[1598094843942940700,1598095246524829700]",1598095246524829700,"OMG. I can edit tweets. \n\nThank you @elonmusk https://t.co/GWo68sYOSO"
[1598095246466121700],1598095246466121700,"@Storm4Congress @Nomad_1x @elonmusk Extremely. No wonder this country is going to sh*t."
[1598095246126362600],1598095246126362600,"@elonmusk @jhall As Captain I've been informed some of you took an experimental mRNA gene therapy developed by the Kahn Academy and Gates. https://t.co/87HsxN8r1w"
[1598095245937639400],1598095245937639400,"""@muskQu0tes @elonmusk R15 is not a assault weapon. It is semi automatic rifle. Jou pul the trigger one time, one bullet. So if jou know nothing if riffels it is better not to give jou mouth closed."""
[1598095245371379700],1598095245371379700,"@LivePDDave1 @elonmusk I would buy a Tesla phone instantly if they were made."
[1598095244863877000],1598095244863877000,"@RealNickMugalli @elonmusk @tim_cook clearly someone hasn’t seen 198fortnite"
[1598095244716744700],1598095244716744700,"@BeepBoopBotz @elonmusk @tim_cook His beep was booped"
[1598095244574478300],1598095244574478300,"@tomeckles @elonmusk https://t.co/XdGo8zCRmD"
[1598095244385714200],1598095244385714200,"""@thelittleidiot @elonmusk @CNN @Twitter Let me guess, you been to Epstein Island too, seems to be a theme with libs that have money yelling and ranting spewing their propaganda rhetoric."""
[1598095244150833200],1598095244150833200,"@Troy_IRL @elonmusk Sounds like you are a nobody who so desperately wishes he was somebody"
[1598095244020842500],1598095244020842500,"@Orvold42 @elonmusk Twitter Users: You suppressed what I could see and read claiming it was for my good. Possibly even altering elections and demonizing free speech &amp; thoughts.   Orvold42: who cares it was in the past"
[1598095243701878800],1598095243701878800,"@rahmdphd @TheEclecticMage @MuckyPixels @EInsides @Popehat @elonmusk Do you even believe it's possible to compromise freedoms?🤡"
[1598095243559436300],1598095243559436300,"Bro @elonmusk get a hold of twitter man https://t.co/U7pTVHNXLa"
[1598095242997411800],1598095242997411800,"@OverlandingJohn @elonmusk @tim_cook Musky to Daddy Tim: https://t.co/o6yHKEjgY0"
[1598095242648907800],1598095242648907800,"@elonmusk Timothy probably saw that you were about to rival him in the cell phone industry and got scared. Well played Wlon"
[1598095242234040300],1598095242234040300,"@itstransitory @Charlie20339537 @MonsterResource @rhensing @elonmusk @tim_cook Uh no 🤡 https://t.co/FrSQYDSl9t"
[1598095242120536000],1598095242120536000,"@elonmusk @jhall Preach frfr"
[1598095241730740200],1598095241730740200,"@starchmaniac @elonmusk You dont need to look up to othersfor you yourself are a spectacle"
[1598095240761872400],1598095240761872400,"""@GrayneWetzkyy @GregC62966809 @timberfkresf @TitterTakeover @elonmusk How many regulations does he need to comply with between Tesla, SpaceX, and Starlink? Do you really believe he can survive with cell phone regulation?"""
[1598095240732475400],1598095240732475400,"@Tereza__d @Darren76780228 @Nomad_1x @elonmusk They saw what happened to Disney and realized half their customers may vanish."
[1598095240644427800],1598095240644427800,"@PaddyDurnin2 @carpo719 @BrosnanHoban @elonmusk I’ve never heard him say anything like that. He says he founded the Boring  Company…which he did."
[1598095240355012600],1598095240355012600,"@BogusThought @elonmusk Again?"
[1598095239776211000],1598095239776211000,"@elonmusk I’m sure competing against a Tesla phone wasn’t on Tim’s to do list."
[1598095239301865500],1598095239301865500,"@elonmusk Check out cool custom made products at our store https://t.co/3214dnUcxD https://t.co/RHbuXReIHH"
[1598095239075762200],1598095239075762200,"@MacDay20 @ChrisHe64600811 @DaneTank656 @shockcityrocker @Anthony47496928 @IanJaegerNPC @elonmusk Literstlly?  I think this kids having a fucking stroke. 😂"
[1598095239012823000],1598095239012823000,"@RofiatTaiye @elonmusk 😂😂😂"
[1598095238400471000],1598095238400471000,"""@muskQu0tes @elonmusk True. If anyone would read and research the whole “yell fire in a movie theater” nonsense, an argument against free speech, they’d realize that that case was overturned in 1969."""
[1598095238039756800],1598095238039756800,"Should be easy for @elonmusk to trap the anti USA activists by their tweets now."
[1598095237884571600],1598095237884571600,"@elonmusk @SawyerMerritt @jimfarley98 @Ford You are a man of your word and I’m not a boot licker."
[1598095237708406800],1598095237708406800,"@A_free_People @gunnsmithtx @FanTt2m @tweettruth2me @elonmusk Text @shayor012 he’s reliable and trustworthy"
[1598095237674434600],1598095237674434600,"@elonmusk @neuralink Neuralink 🤝Apple?"
[1598095236806242300],1598095236806242300,"#freethespeech @elonmusk"
[1598095236689178600],1598095236689178600,"@justin_hart @elonmusk https://t.co/PYcqLxbdCB"
[1598095234952753200],1598095234952753200,"@LivePDDave1 @elonmusk That's a lot of backpedaling!🤣"
[1598095234902421500],1598095234902421500,"Call me crazy but I think @elonmusk is telling the truth."
[1598095234793345000],1598095234793345000,"""Y aquí tenemos al amigo @elonmusk SUBIENDO EL PRECIO de starlink a los UCRANIANOS: de alguna manera tiene que recuperar el FIASCO de su compra de TWITTER, al parecer.\nhttps://t.co/ia6QaykolG"""
[1598095233694113800],1598095233694113800,"@JudgeJeanine @elonmusk So proud of President Biden."
[1598095233622810600],1598095233622810600,"@dannydeurbina @atensnut @elonmusk What a little wimp ... Very PATHETIC !!!"
[1598095233585393700],1598095233585393700,"""@atomelectron13 @bethanyshondark @elonmusk @GOP No, we Trump supporters analyzed these events seriously, and considered how the trade rebalance Trump performed against China was worth it as it bettered American economy more so than his own dealings. What he did for us set him back financially, in a number of ways. 1/2"""
[1598095233551831000],1598095233551831000,"@elonmusk 👏👏👏 great job 😁"
[1598095233157566500],1598095233157566500,"@elonmusk @tim_cook Apple has to accept Twitter ! 💙"
[1598095232692007000],1598095232692007000,"CF 🇧🇷Power Emanates from the People 🇧🇷\n #SomosTodosResistenciaCivil\n #WeareAllTruckers\n #NaFrenteDoQuartel\n @Luskarusso @FoxNews\n @TuckerCarlson @elonmusk #SOSFFAA\n #BrazilWasStolen\n @nbcnews @cbstv\n @CBSNews @abc7ny\n @foxtv @nytimes @BBCLondonNews\n@marmilbr\n@fab_oficial https://t.co/ftpCOkX8J7"
[1598095232222232600],1598095232222232600,"@zMary_x @Twitter @elonmusk @marlene"
[1598095232075124700],1598095232075124700,"@MattWallace888 @elonmusk Something big is in the making."
[1598095231672778800],1598095231672778800,"@LH44Tobeyy @elonmusk Thank you"
[1598095231135928300],1598095231135928300,"""@nomandates23 @elonmusk @Twitter The \""free speech\"" fight may be one progressives believe is worth having, but how any US company could allow itself to be seen as opposing a core American value like free speech is hard to understand."""
[1598095231073017900],1598095231073017900,"@BysMartinez @elonmusk #racistbooks"
[1598095230959779800],1598095230959779800,"@Blabo_64 @mvakleko @wallstmemes @elonmusk @neuralink Or maybe \n\nSent from my Galaxy https://t.co/zZGUZlwCiY"
[1598095230536126500],1598095230536126500,"""@Michael94173566 @BBarrouquere @ThisIsKyleR @elonmusk Courts cannot find you innocent. Innocent is your default state.\n\nYou are innocent from the beggining.\n\nCourts can find you guilty, with enough evidence, but not innocent, because they cannot find you of being something you are already considered to begin with."""
[1598095230397743000],1598095230397743000,"@AptosLionsClub @BlueMove_OA @Masteryoda_eth @Masteryoda_eth @elonmusk"
[1598095229810200600],1598095229810200600,"""@elonmusk Gee, Elon. You're a corporate titan and you don't know what free speech is? It's the right not to give you advertising dollars."""
[1598095229252665300],1598095229252665300,"@elonmusk @SawyerMerritt @jimfarley98 @Ford Awww 💗\n\nYou are so sweet 🎂"
[1598095228610629600],1598095228610629600,"@RutherfordRocks @elonmusk @neuralink Thankss a millon👍.https://t.co/1yqD1zc9Kk"
[1598095228510298000],1598095228510298000,"""@elonmusk They don’t hate free speech, they hate you, same like thousands of people, who met you and saw you act as a bad, selfish and arrogant person neglecting and disrespecting their feelings and aspirations."""
[1598095228141203500],1598095228141203500,"""@mynameiscissy @atensnut @elonmusk @tim_cook He's talking about Propaganda and Censorship, both of which have been rife on Twitter until recently, especially censorship, which Musk has a pile of evidence for.\n\nHe effectively purchased a crime scene.\n\n'Important' is not relevant here - it's about user numbers and censorship."""
[1598095227621081000],1598095227621081000,"""@ThierryBreton @elonmusk Who gets to decide what is hate speech?\nWho gets to decide what misinformation is?\nMaybe I \""hate\"" the word \""but\"" so if anyone uses it, I consider it hate speech and have them arrested.\nMaybe I think the sky is grey not blue, so anyone stating blue is misinformation. SMH over crap"""
[1598095227386212400],1598095227386212400,"@elonmusk England: Do we have a problem? https://t.co/rYAjyoT5n2"
[1598095227331674000],1598095227331674000,"@saylor @elonmusk @tim_cook You’re such a stalker"
[1598095227171971000],1598095227171971000,"@elonmusk Tim is smart. An ePhone would’ve been bad business for Apple."
[1598095226991960000],1598095226991960000,"""@elonmusk #StarlinkPhone please!\n\nWith physical shut off switch, WiFi switch, Bluetooth switch and removable battery. No tracking features.\nWith a #Starlink WiFi mode only so it need not be connected to any cell towers."""
[1598095226500829200],1598095226500829200,"""@elonmusk \nIf you’re a real advocate for freedom of speech, please stand with Chinese people by holding a piece of blank paper.\n\n#ElonforA4Revolution"""
[1598095223845838800],1598095223845838800,"To what degree has @Twitter 1.0 interfered in US election @elonmusk?"
[1598095223074062300],1598095223074062300,"@TycoonPal @elonmusk @tim_cook Gross. This is why I fucking hate cis people sometimes."
[1598095222432755700],1598095222432755700,"@elonmusk Wow.  Wow and wow"
[1598095221991956500],1598095221991956500,"@FitzyCrypto @elonmusk @neuralink to the moon!👌.https://t.co/gviz5UspGR"
[1598095221870723000],1598095221870723000,"@sisisimon @elonmusk @tim_cook That's great to hear.... as long as the ads start up again on Twitter I won't boycott Apple..... just in time for my daughter's birthday in January and she wants a new cell...."
[1598095221136699400],1598095221136699400,"@ThierryBreton @elonmusk So you basically threaten Elon against free speech on his own platform and then direct users to socialist Mastodon???  Worse than Stalin.  Dicktator.  Yes I spelled that right."
[1598095221115736000],1598095221115736000,"@elonmusk Kind of like how paypal never intended to take thousands of dollars from their users for misinformation"
[1598095220083929000],1598095220083929000,"@elonmusk Break up big tech"
[1598095219962306600],1598095219962306600,"""@elonmusk Tim thought about that Tesla Phone and new OS (which I dreamed would be based on the old webOS originally from Palm) — and he decided he never considered removing Twitter… not ever, ever, ever.\n\nGood and smart move by him, either way. \n\nGood news @elonmusk. Good news."""
[1598095219542872000],1598095219542872000,"@elonmusk I wouldn't trust them! They are loyal to China."
[1598095219278635000],1598095219278635000,"@BailJumpinMan @PatrioticPizzas @elonmusk was also banned but was recommended to henry_techs on Instagram. And had my account back"
[1598095219198607400],1598095219198607400,"@sddk9981 @CryptoCoinCoach @HZMCoin @elonmusk @malarab1 I wish i discovered this earlier. This guy already made over $100k https://t.co/9pfP4vK5vK discovered on discord group"
[1598095218859184000],1598095218859184000,"@NiklasRMilthers @BladeOfKet @Alex79321400 @ThierryBreton @elonmusk Yeah fair point or that time a Ukrainian missile hit Poland and they blamed Russia. Why did the EU not care about disinformation before musk? What about all the covid disinformation?"
[1598095218636906500],1598095218636906500,"@elonmusk Wow if these two can work things out ?! Could you imagine!!!!!!\n#Prosperity"
[1598095218313609200],1598095218313609200,"@USMiniTru @elonmusk Apple saw which way the wind blows on this."
[1598095217357619200],1598095217357619200,"@elonmusk What a G"
[1598095216845545500],1598095216845545500,"""@AnxziED @TheReal_SarahB @elonmusk @teslaownersSV @reedhastings Yeah, they weren’t ultra wealthy. That’s a misconception."""
[1598095214908166100],1598095214908166100,"@JillBelch @elonmusk @jhall Do us a favor and keep that mask on your face while you’re in your car even though it literally says on the box that the mask came in that it doesn’t protect against airborne viruses!"
[1598095214769758200],1598095214769758200,"@LaHabana10100 @elonmusk Where do people like you come from? Really..."
[1598095214589067300],1598095214589067300,"""@HistoryInPics @elonmusk Wow, he was pumping EV 4 yrs after buying into Tesla?!? 🤯"""
[1598095213922517000],1598095213922517000,"@elonmusk Why would you spread the misinformation before knowing for sure??? This is why we don’t care about what you say"
[1598095213863796700],1598095213863796700,"""@jasondebolt @elonmusk Or talking about how things are done in Washington (back room deals, secret meetings, non-transparency)"""
[1598095213209464800],1598095213209464800,"@JUSTICE4Lacie @braaadenmc @ProudElephantUS @elonmusk @tim_cook What part of the constitution would the terms of service violate?"
